32	0	0	[ 2.846  -0.284   1.097  -0.5166]
33	2	2	[-1.55   -2.398   2.023  -0.7256]
34	3	3	[ 0.715  -0.7393  1.099   2.256 ]
35	3	3	[-2.629  -1.009  -1.514   0.0202]
36	0	0	[-0.2598 -1.387  -4.45   -1.953 ]
37	0	0	[ 0.7666  0.6406 -1.127  -3.355 ]
38	0	2	[-0.4854 -1.127   0.6406 -3.355 ]
39	3	3	[-2.717 -3.975 -2.467 -1.714]
40	2	2	[-1.128   -2.05     0.04276 -2.145  ]
41	0	0	[ 3.924 -0.884 -2.371 -2.588]
42	1	2	[-3.691 -2.242 -1.745 -3.592]
43	2	2	[-2.072 -5.254  1.626 -3.107]
44	1	1	[-2.904   0.1071 -3.3    -2.275 ]
45	1	1	[-2.904  1.14  -2.275 -3.3  ]
46	1	0	[-1.71  -2.799 -2.104 -3.955]
47	2	2	[-1.99   1.128  2.854 -2.305]
48	3	0	[ 0.7256 -2.754  -1.095  -3.074 ]
49	0	0	[ 1.655   0.3528 -2.121  -2.406 ]
50	1	3	[-1.999   -0.10565 -1.614    1.008  ]
51	0	3	[-1.105 -1.999 -1.614  1.008]
52	1	0	[ 1.347   0.9907 -0.689  -3.248 ]
53	2	0	[ 1.347  -0.689  -0.3716 -3.248 ]
54	3	1	[-1.69    2.521   0.0722  0.6875]
55	1	1	[-0.804  0.315 -3.248 -0.586]
56	2	2	[-4.36   -2.057   0.4922 -4.492 ]
57	2	3	[-1.671  -0.707  -1.667  -0.3813]
58	0	0	[-1.026 -1.69  -1.72  -1.981]
59	1	1	[-0.742   4.043  -3.232   0.3748]
60	3	2	[-1.3   -2.855  3.15   2.408]
61	3	0	[ 2.098 -0.753 -0.563  1.179]
62	1	1	[ 0.4106  0.7627 -2.959  -1.497 ]
63	3	0	[-2.766 -3.373 -2.785 -2.865]
64	2	1	[-3.234 -2.459 -2.707 -3.537]
65	3	3	[-2.39  -3.662 -0.963 -0.92 ]
66	0	2	[-0.0256 -1.115   1.021  -2.016 ]
67	0	3	[-2.03   -2.53   -2.42   -0.9844]
68	3	1	[-1.282   1.369   1.31   -0.5806]
69	2	2	[-0.5635 -2.225   2.104   0.966 ]
70	0	0	[ 2.549 -2.281 -5.86  -4.062]
71	3	2	[-1.897 -2.822  2.04  -1.554]
72	1	0	[ 1.636   0.5654 -1.233  -2.37  ]
73	2	3	[-1.233  -2.37   -0.4192  1.636 ]
74	0	2	[0.516  0.4802 1.379  0.1486]
75	1	1	[-4.547  2.385 -3.914 -2.729]
76	1	1	[-5.14  -3.264 -3.45  -3.393]
77	0	0	[ 0.871 -4.58  -4.477 -4.305]
78	0	0	[ 3.295   -1.464   -2.723   -0.00827]
79	1	1	[-4.617  2.008 -3.857 -4.406]
80	3	0	[-0.46   -0.762  -1.843  -1.6875]
81	1	1	[-1.906  -0.3289 -1.861  -3.568 ]
82	0	0	[ 1.374 -2.13  -1.491  1.063]
83	1	1	[-2.06  -1.195 -1.586 -1.992]
84	1	1	[-6.477  1.463 -5.324 -3.523]
85	0	2	[-3.344 -3.492 -1.56  -4.348]
86	0	0	[ 2.076  -0.7544  0.806   1.533 ]
87	3	3	[-2.736 -6.008 -2.342  1.592]
88	3	3	[-1.632 -1.325 -1.485  0.706]
89	3	3	[-5.453  -5.594  -4.906   0.7744]
90	3	3	[ 0.98    1.0625 -1.206   1.901 ]
91	2	3	[-5.656 -6.027 -4.203 -3.055]
92	0	0	[ 3.104 -1.268 -3.496 -1.508]
93	2	2	[-4.395  -2.553  -0.6665 -4.78  ]
94	1	2	[ 0.28   0.58   1.449 -1.664]
95	2	2	[-0.243 -2.205  1.191 -1.051]
96	0	0	[ 2.752 -2.512 -4.895 -5.164]
97	1	0	[-2.127 -2.271 -2.209 -2.611]
98	0	1	[-2.447 -2.232 -2.49  -3.943]
99	2	0	[-3.28 -4.49 -3.91 -4.25]
100	0	1	[-3.475 -3.28  -4.25  -4.49 ]
101	2	1	[-2.34     1.98     1.183    0.02274]
102	1	1	[-2.814   1.004  -3.836  -0.5386]
103	1	1	[-4.266  1.662 -1.852 -1.622]
104	3	3	[-2.275  -0.486  -0.1807  0.9316]
105	3	3	[-0.1807 -2.275  -0.486   2.268 ]
106	1	1	[-2.285    2.28     1.3955   0.09503]
107	1	1	[-2.285    2.318    0.09503  1.3955 ]
108	1	2	[ 0.3472  0.2952  3.287  -0.7715]
109	1	1	[ 0.2015  1.295  -1.604  -1.218 ]
110	2	2	[-2.309 -3.645 -1.207 -4.4  ]
111	2	2	[-3.209  -2.29    0.3997 -2.25  ]
112	0	0	[ 0.267 -5.168 -4.76  -4.305]
113	3	1	[ 2.514  2.793 -2.945  1.775]
114	2	2	[-4.152 -4.438 -2.145 -4.99 ]
115	3	3	[-5.164 -3.428 -4.535  0.639]
116	0	0	[ 0.1982 -2.885  -3.008  -3.191 ]
117	1	1	[-4.996 -1.817 -2.879 -4.184]
118	0	0	[-1.119 -2.879 -4.83  -5.44 ]
119	1	3	[ 0.2024  1.578  -0.56    1.87  ]
120	0	0	[ 2.277  -0.56    0.2024  1.87  ]
121	1	0	[-1.912 -2.396 -2.441 -2.867]
122	0	0	[-0.348 -1.124 -2.578 -2.896]
123	3	3	[-2.693   1.493  -0.3906  1.764 ]
124	2	1	[-1.251 -0.645 -1.33  -2.13 ]
125	2	1	[-4.383 -3.688 -4.473 -3.785]
126	2	2	[ 0.4343 -2.133   5.848  -3.521 ]
127	1	1	[-5.586  4.797 -2.652 -4.785]
128	2	2	[-3.977 -3.615 -1.712 -2.994]
129	3	2	[-3.977 -3.615 -2.994 -4.625]
130	1	1	[-2.707 -2.193 -2.402 -3.371]
131	1	3	[-2.707 -2.564 -3.371 -2.402]
132	2	3	[-3.05   -3.324  -1.058  -0.9307]
133	2	0	[ 3.266   1.204  -1.0625  1.187 ]
134	2	1	[-1.586  -1.1875 -1.593  -2.877 ]
135	1	1	[-5.72   1.277 -5.086 -2.559]
136	2	2	[-5.387 -5.34   1.519 -3.422]
137	3	3	[-3.363 -4.047 -4.96  -3.074]
138	3	3	[-1.526 -0.818 -1.06   4.727]
139	1	2	[-1.305 -1.317  0.653 -2.133]
140	1	3	[-2.133  -0.8447 -1.305   0.653 ]
141	3	2	[-0.7754 -1.117   0.2659 -1.95  ]
142	1	2	[-2.75  -2.73  -2.252 -2.936]
143	1	1	[-1.782  -0.9746 -2.164  -3.69  ]
144	3	3	[-2.219  -0.7646 -2.24    0.3784]
145	3	3	[-1.696 -3.008 -4.46   4.305]
146	2	2	[-4.24  -4.98   2.242 -3.191]
147	3	3	[-1.76  -2.85  -1.525 -0.85 ]
148	0	3	[-2.115 -3.133 -4.16  -1.894]
149	3	3	[-4.16   -3.133  -1.894   0.1769]
150	0	1	[-2.877 -2.29  -2.627 -2.64 ]
151	1	0	[-2.29  -2.443 -2.64  -2.627]
152	1	1	[-2.42   -0.9897 -1.449  -3.123 ]
153	0	3	[-1.944 -2.436 -2.42  -1.449]
154	0	1	[ 1.254  1.495 -1.994 -2.805]
155	2	2	[-4.78   -3.824   0.2439 -4.094 ]
156	3	3	[-1.17    0.6143 -2.496   3.02  ]
157	1	1	[-4.22   -0.3909 -2.045  -2.754 ]
158	2	2	[-2.123 -1.872 -1.483 -2.455]
159	3	3	[-3.27  -3.484 -3.744  3.668]
160	0	3	[-2.527  -1.621  -1.1455  2.453 ]
161	1	1	[-2.875   0.3354 -3.018  -0.937 ]
162	2	2	[-4.16   -5.777  -0.1715 -3.705 ]
163	3	3	[-2.414  -1.532  -0.556   0.3647]
164	3	3	[-2.414 -0.556 -1.532  0.583]
165	2	3	[-3.541 -1.545 -2.541 -1.513]
166	0	0	[3.709 2.207 2.115 1.421]
167	3	3	[-1.75  -1.565 -2.418  1.906]
168	3	3	[-0.9614 -1.234  -1.529   0.1886]
169	0	1	[ 0.6514  1.779  -2.828  -1.208 ]
170	2	0	[ 1.779 -2.828 -1.208 -2.312]
171	0	0	[ 2.41  -2.26  -4.13  -5.145]
172	2	0	[-1.469 -3.182 -1.787 -2.379]
173	3	3	[ 0.623  -0.0405 -1.7705  2.682 ]
174	0	0	[-1.177 -1.76  -2.17  -3.443]
175	2	3	[-2.781 -1.271 -1.228 -1.166]
176	1	3	[-3.438 -3.35  -1.922 -1.072]
177	1	1	[-2.701   1.817   1.066  -0.4553]
178	1	3	[-3.82  -2.814 -3.715 -2.303]
179	0	0	[-3.074 -3.744 -3.973 -4.383]
180	0	0	[-3.396 -6.16  -6.434 -5.926]
181	2	2	[-5.59   -4.87   -0.4272 -5.715 ]
182	0	0	[-0.723  -0.8413 -1.816  -1.683 ]
183	3	2	[-2.47  -2.65  -1.17  -1.847]
184	3	3	[-5.46  -2.67  -4.816  1.257]
185	1	1	[-5.645 -3.307 -5.44  -5.062]
186	2	2	[-1.128 -1.614 -1.111 -3.06 ]
187	3	2	[-1.028  -2.475   0.3538 -0.5327]
188	0	2	[-0.02301 -2.475    0.3538  -1.028  ]
189	1	0	[-0.902 -3.2   -1.208 -1.12 ]
190	1	1	[-2.412  -0.2007 -2.428  -4.426 ]
191	1	3	[-1.335   0.7783  1.835   2.492 ]
192	1	1	[-2.258  -0.7617 -0.8276 -1.794 ]
193	1	3	[-3.27  -2.777 -4.04  -1.877]
194	2	0	[ 3.623 -1.414  2.086 -1.116]
195	0	0	[ 2.559 -2.666 -3.016 -1.993]
196	2	3	[-2.2      0.03525  0.02484  0.746  ]
197	1	1	[-1.991   2.23    1.915   0.5234]
198	1	0	[ 1.103  -0.7305 -2.209  -0.1438]
199	0	3	[-0.6025 -4.395  -1.958  -0.253 ]
200	0	1	[-0.784  1.833  1.044 -2.71 ]
201	0	2	[-1.1045 -2.71    1.833   1.044 ]
202	1	2	[-2.848 -2.871 -2.516 -3.701]
203	0	1	[ 0.786   0.9917 -0.597  -0.3613]
204	2	2	[-2.527 -2.783 -1.808 -2.363]
205	0	1	[-0.4507  0.988  -1.069  -1.307 ]
206	3	3	[-1.89  -3.32  -2.861 -1.368]
207	1	2	[-3.32  -2.85  -1.89  -2.861]
208	3	2	[-3.834  -0.3687  0.948   0.7183]
209	2	3	[-1.838 -2.977 -1.902 -1.149]
210	2	2	[-0.02808 -2.867    1.533    1.084  ]
211	2	2	[-3.252  -2.885  -0.4978 -1.892 ]
212	3	3	[-4.727 -3.033 -4.57  -2.13 ]
213	0	3	[-1.435  -2.967  -1.541   0.9717]
214	0	3	[-0.2268  -1.6875  -2.342    0.03693]
215	0	0	[ 1.579   0.555  -0.278  -0.2296]
216	2	2	[-4.984 -4.844 -2.072 -4.02 ]
217	0	0	[-1.322 -3.041 -4.438 -4.51 ]
218	3	3	[-2.438 -3.344 -2.268 -1.958]
219	2	2	[-2.2    -3.234   3.49    0.4895]
220	2	2	[-1.38   -2.164  -0.6025 -1.563 ]
221	0	0	[ 1.132  -0.9116 -3.826  -3.916 ]
222	1	3	[-3.826  -2.764  -3.916  -0.9116]
223	2	3	[ 1.408  -0.0964  0.1105  1.5205]
224	3	3	[-3.184 -2.043 -3.084  4.16 ]
225	3	3	[ 1.2   -1.745 -1.22   1.659]
226	3	3	[-4.543 -2.64  -4.523  0.539]
227	2	2	[-5.492 -3.354 -2.535 -5.68 ]
228	3	0	[ 0.519  -1.173   0.3352 -0.7915]
229	2	0	[ 0.519   0.3352 -0.6094 -1.173 ]
230	0	1	[-2.393 -1.425 -2.084 -2.453]
231	0	2	[-0.1265 -2.045   0.2188 -1.066 ]
232	3	3	[-2.088 -3.59  -3.873  0.387]
233	1	2	[-0.8257 -0.879   3.002   0.5674]
234	0	0	[-3.09  -5.35  -4.695 -4.06 ]
235	2	1	[-1.431 -1.244 -2.41  -2.447]
236	1	1	[-2.53   2.338 -3.652 -3.209]
237	3	3	[-3.652 -3.209 -2.53   0.758]
238	3	3	[-1.781    0.09393 -1.93     0.8423 ]
239	1	1	[-2.775  -0.132  -1.526  -0.8486]
240	1	1	[-0.8486 -0.2537 -1.526  -2.775 ]
241	0	0	[ 0.2318  -1.93    -1.781    0.09393]
242	0	1	[-3.137 -0.572 -1.506 -3.24 ]
243	3	3	[-2.838 -2.312 -3.084 -2.076]
244	3	1	[-3.014 -2.053 -3.82  -3.625]
245	3	2	[-1.604 -2.414  2.201 -2.133]
246	2	2	[-3.303 -3.451  1.764 -2.78 ]
247	1	1	[-1.728  -0.802  -0.8945 -1.343 ]
248	1	1	[-0.307   0.0182 -1.439  -3.412 ]
249	2	1	[-1.889 -0.587 -1.343 -1.839]
250	2	2	[-1.889 -1.839 -0.508 -0.587]
251	2	2	[-0.307 -1.439  0.664 -3.412]
252	2	3	[1.819 2.883 1.696 3.775]
253	0	0	[ 1.815 -2.857 -2.137 -4.85 ]
254	1	1	[-3.648  1.819 -4.9   -1.073]
255	0	0	[ 0.639  -3.262  -4.52   -0.5635]
256	1	1	[-2.8     0.9395 -2.062  -2.518 ]
257	0	2	[-0.1353 -0.785   1.647  -0.799 ]
258	2	2	[-3.658  -3.812  -0.2847 -0.774 ]
259	1	1	[ 0.1989  1.184  -3.969  -5.684 ]
260	3	0	[-0.619  -2.883  -1.016  -0.6826]
261	0	0	[-1.583 -3.184 -2.389 -2.195]
262	0	0	[3.582 1.018 1.01  0.522]
263	1	1	[-0.561     1.461     0.008804 -0.398   ]
264	2	3	[-0.7754 -2.637  -1.458  -0.539 ]
265	0	3	[-2.91  -2.594 -3.264 -2.395]
266	2	2	[-3.795  -0.4824  1.973  -3.887 ]
267	3	1	[ 0.1823  2.016  -1.37    0.952 ]
268	2	2	[-3.514 -3.04  -1.78  -4.01 ]
269	2	2	[-0.6377  -2.56    -0.02162 -1.329  ]
270	2	2	[-3.475 -2.4   -1.898 -2.111]
271	3	1	[-2.912 -2.111 -3.475 -2.4  ]
272	2	0	[ 0.668 -1.083 -1.087 -2.812]
273	1	1	[ 0.4177  0.8906 -1.763   0.3503]
274	3	2	[ 0.3503 -1.763   0.4177 -0.3135]
275	0	1	[ 3.102  3.584 -1.317  1.465]
276	3	0	[ 3.584 -1.317  1.465  1.815]
277	0	2	[-2.672  -2.334   0.1786 -2.186 ]
278	3	3	[-3.506 -3.816 -4.54  -3.256]
279	0	0	[-0.567 -1.386 -1.211 -2.02 ]
280	0	0	[ 2.322 -3.283 -4.55  -2.484]
281	3	1	[-1.272 -1.212 -1.281 -1.911]
282	3	1	[2.352 3.3   1.9   2.664]
283	2	3	[ 0.662  -0.1267 -1.407   0.8564]
284	0	0	[-1.815  -1.9375 -4.133  -2.4   ]
285	3	3	[-1.796 -2.232 -1.692 -1.334]
286	3	3	[-2.838 -1.68  -4.605  2.734]
287	0	2	[-4.184 -4.066 -3.39  -4.6  ]
288	1	3	[-1.977   0.5386 -0.1052  2.299 ]
289	0	0	[ 3.11    -1.457   -2.906    0.09155]
290	3	0	[-0.5615 -2.885  -3.133  -0.9883]
291	2	1	[-3.133  -0.5615 -2.033  -2.885 ]
292	1	1	[-4.6   -1.288 -2.736 -1.951]
293	3	3	[-4.6    -2.736  -1.951  -0.8047]
294	1	1	[-3.172 -1.184 -4.77  -3.312]
295	0	0	[-2.361 -4.77  -3.172 -3.312]
296	1	1	[-2.783  1.205 -3.137 -2.617]
297	3	3	[-3.137 -2.617 -2.783  1.166]
298	3	3	[-0.664  0.415  1.172  2.42 ]
299	1	0	[-0.4492 -1.361  -1.344  -1.153 ]
300	2	2	[-4.434 -5.156 -3.338 -4.23 ]
301	3	3	[-1.099  -2.143  -1.367  -0.2313]
302	1	1	[-1.367   0.0915 -2.143  -1.099 ]
303	2	2	[-2.404 -3.732  2.467 -3.17 ]
304	1	2	[-2.473  -0.7524 -0.2147 -0.7705]
305	1	1	[-1.077  1.041 -3.26  -2.469]
306	0	1	[ 0.6523  1.021  -1.123  -3.008 ]
307	1	1	[ 1.021  1.143 -3.008 -1.123]
308	1	1	[-1.575  1.806 -2.738 -3.016]
309	2	1	[-0.456   -0.02611 -1.659   -1.656  ]
310	3	0	[-0.623 -4.246 -2.559 -1.037]
311	0	0	[ 1.593  -1.716   0.7104 -0.0797]
312	1	0	[ 0.7104 -2.523  -0.0797 -1.716 ]
313	3	3	[-5.01   -4.438  -3.312   0.3218]
314	1	2	[-1.938  -1.732  -0.9243 -2.266 ]
315	0	2	[-0.1868 -3.219   0.1876 -1.016 ]
316	2	2	[-2.518 -1.572  0.821 -2.455]
317	2	2	[ 2.338  -0.8257  3.777  -1.896 ]
318	2	2	[-1.09   -3.06   -1.0625 -2.127 ]
319	0	0	[-0.1455 -2.764  -1.5205 -2.684 ]
320	0	0	[ 3.799  -0.1956  1.88    0.1992]
321	0	0	[ 0.0965 -1.124  -2.268  -3.799 ]
322	0	1	[-2.938 -1.223 -2.895 -2.115]
323	0	0	[ 2.27   -3.89   -0.1146  1.047 ]
324	2	1	[-0.983   1.106  -0.1475 -1.578 ]
325	2	1	[-1.578  1.106 -0.733 -0.983]
326	1	1	[ 0.816   1.389  -0.6143 -0.393 ]
327	2	2	[-1.83     0.06335  1.011   -2.693  ]
328	3	2	[ 0.02333 -0.579    2.145   -0.8823 ]
329	3	3	[-2.707 -2.66  -3.654 -0.415]
330	0	0	[-1.192 -1.687 -3.352 -1.63 ]
331	2	2	[-4.914  -4.812  -0.9365 -2.6   ]
332	2	0	[ 2.445 -0.548  1.141  0.66 ]
333	2	1	[ 0.66   2.445  1.804 -0.548]
334	3	2	[-2.984 -2.963 -2.39  -3.025]
335	2	2	[-0.682 -2.074  0.385 -0.55 ]
336	2	2	[-4.496 -5.523  1.443 -6.445]
337	2	1	[-2.725 -0.918 -2.57  -2.482]
338	2	2	[-2.725  -2.482   0.5996 -0.918 ]
339	3	1	[-3.25  -0.805 -3.174 -1.423]
340	2	3	[-3.174 -3.25  -1.218 -0.805]
341	2	2	[-1.316  -3.988   1.243   0.5317]
342	2	2	[-3.988  -1.316   2.107   0.5317]
343	1	0	[ 0.9766  0.9272 -2.758  -0.1836]
344	3	3	[-2.176 -3.385 -3.271  3.201]
345	3	0	[ 1.541 -1.999 -1.402 -1.078]
346	2	2	[-0.4143 -0.3914  0.3645 -2.463 ]
347	0	2	[ 0.6987 -0.5317  1.278   0.718 ]
348	0	0	[ 2.943   1.278  -0.5317  0.718 ]
349	3	1	[-1.185   1.028   0.4558 -0.2129]
350	2	0	[-1.158 -1.235 -1.195 -2.115]
351	1	1	[-4.6    2.125 -3.41  -3.92 ]
352	2	2	[ 3.412  -2.27    3.627   0.3442]
353	3	3	[-3.006e+00 -7.432e-01 -6.188e+00  8.955e-04]
354	0	0	[ 0.1604 -5.25   -6.29   -3.023 ]
355	0	0	[-2.658 -5.355 -5.965 -5.043]
356	3	3	[-2.926 -5.45  -5.39   2.746]
357	3	3	[-3.566  -1.26   -3.486  -0.0875]
358	0	0	[-0.4238 -3.193  -2.39   -2.44  ]
359	3	3	[-2.805 -5.42  -2.371  0.762]
360	2	3	[-1.959 -2.965 -2.322 -0.46 ]
361	2	2	[-0.6797  2.54    3.117  -0.4294]
362	0	0	[ 0.1832 -2.37   -1.454  -0.753 ]
363	1	1	[-0.2098  1.555  -0.4824 -1.72  ]
364	1	1	[-3.912 -2.281 -3.926 -3.586]
365	3	2	[-0.1448  -0.03235  1.14    -0.358  ]
366	1	0	[ 1.14    -2.164   -0.03235 -0.1448 ]
367	2	2	[-3.621 -4.137 -1.718 -3.12 ]
368	2	0	[ 3.854  1.113  3.66  -1.728]
369	1	2	[-2.562 -1.195 -1.035 -3.127]
370	0	3	[-0.59   -2.32   -0.9023  0.528 ]
371	2	2	[-1.625  -3.504   0.3115 -1.709 ]
372	0	1	[-2.152 -1.625 -3.504 -1.709]
373	1	2	[-5.156 -3.242 -1.202 -2.857]
374	2	1	[-2.582 -1.222 -2.139 -1.495]
375	1	2	[-1.495 -1.372 -1.222 -2.582]
376	3	0	[-2.014 -2.36  -3.115 -5.3  ]
377	0	0	[-1.941 -3.115 -2.36  -2.014]
378	0	0	[-0.4097 -2.46   -0.717  -0.7817]
379	2	3	[-1.205  1.275  0.816  1.627]
380	3	0	[ 1.627  -1.205   1.275   0.4155]
381	2	2	[-2.068e+00 -3.559e+00 -3.532e-03 -1.138e+00]
382	3	3	[-2.068 -3.559 -1.138 -1.116]
383	2	2	[ 1.759 -2.924  3.178  3.105]
384	1	3	[-0.3362 -0.731  -1.249  -0.311 ]
385	0	0	[ 0.952  -1.029  -1.504  -0.7354]
386	3	1	[-0.348    1.956   -0.02327  1.335  ]
387	0	2	[-1.249 -0.355  1.185 -3.598]
388	2	2	[-2.973 -3.021 -2.031 -3.518]
389	1	3	[-2.488  -2.256  -3.473  -0.9585]
390	1	0	[-2.352 -3.535 -3.166 -3.375]
391	3	3	[-3.717 -2.318 -3.385 -2.02 ]
392	1	1	[-1.851 -1.209 -3.059 -1.925]
393	2	3	[-2.602  -0.4495 -0.0822  1.218 ]
394	1	1	[-0.5312  3.176  -1.023  -2.035 ]
395	3	3	[-3.643  -3.338  -3.266   0.4692]
396	0	0	[ 1.771  -1.809  -2.969   0.2228]
397	2	3	[-1.479  -0.772  -1.01   -0.3057]
398	3	3	[-3.15  -4.574 -4.664  1.551]
399	0	0	[-1.001 -4.703 -4.793 -3.941]
400	3	2	[-2.56  -1.479  2.951  2.678]
401	2	0	[-2.275 -3.283 -2.3   -3.9  ]
402	0	1	[ 0.01842  0.1665   0.10486 -0.3198 ]
403	1	1	[ 0.1284  1.981   0.7354 -3.158 ]
404	3	3	[-2.945 -5.02  -4.96   3.447]
405	0	0	[ 3.354 -0.885 -0.724 -0.89 ]
406	1	1	[-2.129  -0.3267 -2.44   -1.628 ]
407	3	3	[-2.48  -2.516 -2.66  -2.066]
408	0	0	[-2.191 -3.193 -4.773 -3.707]
409	0	0	[-0.639 -1.428 -1.422 -2.035]
410	2	3	[-2.791  -2.426  -0.8887 -0.523 ]
411	3	3	[-3.688 -4.973 -1.928  0.565]
412	3	3	[-4.242 -3.965 -3.793 -3.135]
413	2	2	[-2.094 -1.101  0.872 -2.04 ]
414	3	0	[ 2.22   1.928 -1.204  1.848]
415	2	2	[ 1.928 -1.204  4.6    2.22 ]
416	2	2	[-2.482 -2.41  -0.321 -1.765]
417	2	2	[-4.547 -4.71  -2.8   -3.436]
418	2	2	[-2.629 -3.525 -1.215 -1.514]
419	0	0	[-0.0193 -0.3628 -3.754  -0.2942]
420	3	1	[-2.312 -0.287 -1.406 -1.438]
421	2	2	[ 1.129  -0.1733  1.822  -2.818 ]
422	1	1	[-3.52   0.686 -2.83  -2.527]
423	0	0	[-0.1807 -2.324  -1.04   -0.3337]
424	0	1	[-0.8633  0.2114 -2.543  -0.647 ]
425	3	3	[-3.676 -5.707 -6.1   -2.344]
426	2	2	[-1.784  -2.8    -0.7803 -1.418 ]
427	0	2	[-3.826 -1.784 -1.418 -2.8  ]
428	3	3	[-3.764  -0.942  -0.8926  1.006 ]
429	3	3	[-1.986  -3.28   -2.635   0.0743]
430	3	3	[-2.826 -2.17  -1.696 -1.214]
431	0	3	[ 0.2832 -3.06   -1.511   1.2705]
432	3	3	[-5.203 -4.836 -3.35   3.383]
433	2	2	[-0.93   -0.6533  0.2476 -0.73  ]
434	2	2	[-0.93   -0.73   -0.3213 -0.6533]
435	0	2	[-1.491    -1.134    -0.003881 -1.226   ]
436	3	0	[-0.371 -1.033 -1.062 -0.515]
437	0	1	[-1.226    -0.003881 -1.134    -1.287   ]
438	1	2	[-1.062 -1.033 -0.371 -1.547]
439	2	1	[-1.996  -0.337  -1.324  -0.6865]
440	1	1	[-5.027   0.9043 -1.801  -3.305 ]
441	3	2	[-3.102 -3.506 -2.27  -2.68 ]
442	1	1	[-6.395 -1.623 -6.305 -5.508]
443	2	0	[-0.7275 -2.21   -1.484  -1.9375]
444	0	0	[ 3.32   -2.21   -0.7275 -1.9375]
445	2	1	[-1.38   -0.2854 -1.036  -2.709 ]
446	2	0	[-0.1448 -1.123  -1.648  -2.115 ]
447	0	3	[-1.485  -2.115  -1.123  -0.1448]
448	0	3	[-2.746 -3.629 -4.047 -1.696]
449	2	2	[-5.582 -3.088  3.129 -6.59 ]
450	3	2	[-3.648 -3.55  -2.072 -2.188]
451	1	2	[-2.82   -0.7183 -0.2441 -2.379 ]
452	3	0	[ 0.1472  -1.647   -0.9907  -0.04044]
453	1	0	[ 1.432  -0.1255 -0.3835 -2.38  ]
454	1	3	[-2.38   -2.943  -0.3835  1.432 ]
455	1	3	[-5.6   -5.094 -5.31  -3.836]
456	0	1	[-0.1318   0.07477 -0.719   -2.205  ]
457	0	0	[ 1.038  -1.628  -0.1316 -2.035 ]
458	0	0	[ 3.125 -2.955 -2.834 -4.31 ]
459	3	0	[ 2.373 -1.076 -2.555 -2.637]
460	3	1	[-2.016  2.373 -2.555 -1.076]
461	1	1	[-3.053   1.06    0.3667  0.922 ]
462	2	2	[-0.855 -3.105 -0.825 -1.661]
463	2	2	[-0.855 -1.661 -0.39  -3.105]
464	3	3	[0.9062 1.64   1.075  1.793 ]
465	0	0	[ 1.1045 -2.322  -0.842  -0.4421]
466	2	2	[-2.332 -2.354 -1.579 -2.055]
467	1	0	[ 0.1976 -1.766   0.0889  0.1159]
468	2	2	[-1.305  -3.033   0.0231 -2.754 ]
469	2	2	[-3.89   -2.566  -0.7144 -0.9526]
470	3	3	[ 1.32   -1.809   0.5596  1.452 ]
471	0	0	[ 1.189  -2.875   0.3503 -0.929 ]
472	3	3	[ 0.3503 -2.875  -0.929   3.812 ]
473	2	2	[-5.223 -4.688 -3.617 -4.223]
474	2	2	[1.198  1.936  2.195  0.6216]
475	1	0	[-0.922 -1.415 -1.076 -2.826]
476	1	1	[-4.297 -3.938 -5.67  -6.098]
477	3	1	[-2.85  -1.658 -4.594 -2.193]
478	0	0	[-0.0142 -2.219  -0.5312 -0.495 ]
